model,rate,seed,channel,mse,mae,nmse,skill,mode
Persistence,0.2,4,water_level,0.5546037507749692,0.5832507833900293,2.164774120775605,1.0,block
Persistence,0.2,4,air_temp,3.595885826644465,1.303225933316124,0.4181184457065165,1.0,block
Persistence,0.2,4,water_temp,0.924508918852157,0.6226500548989315,0.12818723274407817,1.0,block
Persistence,0.2,4,air_pressure,3.5338225594039625,1.4242688190834383,0.28162523404062456,1.0,block
Persistence,0.2,4,wind_u,2.929731277288687,1.3014643401846562,0.7899517992192643,1.0,block
Persistence,0.2,4,wind_v,5.607454277785066,1.7128530790161336,1.3579871027159085,1.0,block
LSTM,0.4,0,water_level,0.13379284633145788,0.25150221432887665,0.5222310359036239,0.23337687989022493,block
LSTM,0.4,0,air_temp,1.8550607031870479,0.9880996059905679,0.21570070221934642,0.4962254698912593,block
LSTM,0.4,0,water_temp,0.8140020274400456,0.6536445609498509,0.11286496562430126,0.839665094519051,block
LSTM,0.4,0,air_pressure,3.429722373111487,1.3623959389686384,0.27332905084651543,0.9371481787456382,block
LSTM,0.4,0,wind_u,2.051567064984323,1.0875299494855637,0.5531698783320387,0.6960279647250212,block
LSTM,0.4,0,wind_v,2.854266702832274,1.2518551575010688,0.6912329870460797,0.4963999229396427,block
Latent ODE,0.4,0,water_level,0.2140938723235704,0.37113044865398487,0.8356684814610151,0.3734471707307058,block
Latent ODE,0.4,0,air_temp,2.6851961375835236,1.1530520577962546,0.3122262745787039,0.7182852360752234,block
Latent ODE,0.4,0,water_temp,1.092591221718415,0.7850875151246818,0.15149258419966882,1.1270373789363188,block
Latent ODE,0.4,0,air_pressure,3.200475906279127,1.3105112102647158,0.255059432383969,0.8745081497566692,block
Latent ODE,0.4,0,wind_u,2.160999038721594,1.1108773327980863,0.5826763334857938,0.7331545667533962,block
Latent ODE,0.4,0,wind_v,3.1253178851126044,1.3656549659336779,0.756874897167544,0.5435398015862815,block
Persistence,0.4,0,water_level,0.5732909206532838,0.591058894113881,2.237715390441715,1.0,block
Persistence,0.4,0,air_temp,3.7383423780999347,1.3309638414581242,0.4346828514598699,1.0,block
Persistence,0.4,0,water_temp,0.969436544109643,0.6392045065009965,0.13441664582823798,1.0,block
Persistence,0.4,0,air_pressure,3.6597439454048026,1.4356568690433995,0.2916604407345305,1.0,block
